user_id,game_type,level,accuracy,response_time,mistakes,score,recommended_difficulty
U060,attention,2,76,28.05,7,67.78,medium
U060,memory,3,47,15.23,8,50.33,easy
U061,pattern,3,92,28.43,7,78.87,medium
U061,attention,2,46,27.87,3,50.84,easy
U061,pattern,1,68,15.1,1,72.07,medium
U061,recall,1,89,29.92,3,80.32,hard
U061,pattern,3,79,25.08,2,75.78,medium
U061,attention,1,92,13.59,0,90.32,hard
U061,pattern,3,57,24.12,2,60.66,medium
U061,pattern,3,58,15.81,4,61.86,medium
U061,memory,1,88,29.21,0,82.84,hard
U061,pattern,3,48,26.94,2,53.52,easy
U062,attention,1,85,16.7,3,81.49,hard
U062,recall,2,49,23.59,4,53.22,easy
U062,recall,2,68,10.04,1,73.59,medium
U062,recall,3,87,15.51,5,81.25,hard
U062,recall,2,60,23.71,1,63.89,medium
U062,recall,3,82,26.83,1,78.35,medium
U062,recall,1,67,30.27,7,60.82,medium
U062,pattern,2,93,15.66,8,82.4,hard
U062,attention,3,94,21.1,5,84.47,hard
U062,memory,1,46,24.91,7,47.73,easy
U063,memory,1,94,12.27,7,85.12,hard
U063,memory,2,52,34.88,2,53.94,easy
U063,pattern,1,95,33.18,4,82.55,hard
U063,memory,3,63,14.76,5,64.67,medium
U063,attention,1,65,24.89,3,65.03,medium
U063,recall,3,45,27.0,0,53.4,easy
U063,attention,2,44,11.58,3,54.33,easy
U063,recall,1,40,26.78,1,48.97,easy
U063,recall,3,48,20.9,3,54.33,easy
U063,recall,1,86,29.76,1,80.27,hard
U064,pattern,2,96,16.08,6,86.38,hard
U064,attention,3,83,11.86,8,76.54,medium
U064,memory,3,81,12.43,5,77.97,medium
U064,attention,3,87,12.09,6,81.27,hard
U064,recall,1,45,32.21,2,49.84,easy
U064,memory,3,86,18.37,6,78.69,medium
U064,pattern,1,55,15.48,1,62.86,medium
U064,attention,3,78,24.2,4,73.34,medium
U064,memory,3,96,16.14,8,84.36,hard
U064,attention,3,65,15.98,0,70.71,medium
U065,attention,2,64,11.04,7,64.49,medium
U065,memory,3,96,34.4,5,81.88,hard
U065,pattern,1,64,31.24,6,59.43,easy
U065,pattern,3,83,12.66,7,77.3,medium
U065,memory,1,77,9.82,4,76.95,medium
U065,attention,1,43,33.61,6,44.02,easy
U065,pattern,3,85,21.53,6,77.04,medium
U065,recall,3,65,10.23,8,64.43,medium
U065,attention,2,45,16.37,8,48.59,easy
U065,attention,1,74,16.82,1,75.75,medium
U066,pattern,3,67,27.71,3,65.59,medium
U066,memory,1,45,32.96,1,50.61,easy
U066,recall,3,78,9.49,2,79.75,medium
U066,memory,1,85,11.7,0,85.99,hard
U066,attention,2,62,22.12,4,62.76,medium
U066,attention,2,48,28.24,4,51.13,easy
U066,memory,1,61,29.79,4,59.76,easy
U066,memory,2,85,34.33,1,78.2,medium
U066,recall,2,72,17.72,7,68.08,medium
U066,attention,2,50,14.89,1,59.53,easy
U067,memory,1,87,21.74,0,84.38,hard
U067,memory,1,42,20.74,6,47.18,easy
U067,attention,1,94,8.95,6,87.11,hard
U067,attention,2,55,19.24,5,57.73,easy
U067,pattern,1,76,18.07,8,69.78,medium
U067,memory,1,54,29.72,0,58.88,easy
U067,recall,1,96,20.56,4,87.03,hard
U067,pattern,2,45,22.93,0,54.62,easy
U067,pattern,1,58,23.22,4,59.63,easy
U067,attention,2,63,23.98,7,59.91,easy
U068,attention,3,97,22.76,3,88.07,hard
U068,attention,1,66,8.65,8,65.6,medium
U068,pattern,3,93,26.72,0,87.08,hard
U068,pattern,1,88,25.75,4,79.88,medium
U068,memory,1,73,34.54,6,64.74,medium
U068,recall,1,49,27.21,1,55.14,easy
U068,memory,1,97,30.83,6,82.65,hard
U068,pattern,2,87,10.29,1,86.81,hard
U068,attention,3,92,18.65,0,88.8,hard
U068,recall,3,48,14.39,4,55.28,easy
U069,pattern,2,84,30.46,5,74.66,medium
U069,pattern,2,57,14.31,3,62.61,medium
U069,attention,3,46,12.2,2,56.54,easy
U069,recall,2,60,18.98,8,58.31,easy
U069,pattern,1,68,16.32,4,68.7,medium
U069,memory,1,50,29.81,4,52.06,easy
U069,memory,1,93,31.13,2,83.76,hard
U069,memory,3,55,34.15,6,52.26,easy
U069,memory,3,59,15.02,2,64.79,medium
U069,memory,2,94,20.21,8,81.74,hard
U070,attention,1,69,10.75,2,73.08,medium
U070,memory,1,43,30.42,3,47.97,easy
U070,attention,1,92,18.82,1,87.75,hard
U070,pattern,1,41,34.92,3,45.22,easy
U070,recall,1,45,32.44,5,46.77,easy
U070,memory,1,69,9.37,6,69.49,medium
U070,recall,2,41,18.33,6,47.2,easy
U070,attention,2,53,32.52,4,53.34,easy
U070,pattern,2,96,12.01,3,90.6,hard
U070,pattern,2,66,31.84,7,59.65,easy
U071,memory,1,57,18.34,6,58.4,easy
U071,attention,3,96,29.52,3,85.34,hard
U071,memory,2,90,27.26,7,77.82,medium
U071,recall,2,98,23.27,5,86.62,hard
U071,recall,2,51,8.7,3,60.09,medium
U071,memory,2,43,29.83,7,44.15,easy
U071,pattern,3,54,34.3,1,56.51,easy
U071,attention,3,55,15.2,0,63.94,medium
U071,attention,3,94,34.53,6,79.44,medium
U071,pattern,1,51,14.39,5,56.38,easy
U072,pattern,3,41,26.99,5,45.6,easy
U072,attention,3,52,30.59,7,50.22,easy
U072,pattern,1,71,9.03,0,76.99,medium
U072,attention,3,54,8.54,7,58.24,easy
U072,memory,2,98,24.58,2,89.23,hard
U072,pattern,3,51,32.81,5,50.86,easy
U072,memory,1,49,23.84,2,55.15,easy
U072,memory,3,95,17.85,1,90.14,hard
U072,pattern,3,82,18.68,1,80.8,hard
U072,pattern,2,60,11.68,2,66.5,medium
U073,recall,3,71,25.53,2,70.04,medium
U073,pattern,1,82,23.9,2,78.23,medium
U073,recall,2,86,26.59,2,80.22,hard
U073,attention,3,40,33.62,6,41.91,easy
U073,memory,1,78,16.59,3,76.62,medium
U073,memory,2,49,16.94,1,58.22,easy
U073,attention,2,60,12.53,1,67.24,medium
U073,pattern,2,40,15.16,3,50.45,easy
U073,memory,2,56,29.25,0,60.42,medium
U073,memory,2,68,27.78,2,67.27,medium
U074,recall,2,96,18.23,8,83.73,hard
U074,recall,1,93,20.95,3,85.81,hard
U074,attention,2,44,29.58,0,51.93,easy
U074,pattern,1,60,15.05,1,66.48,medium
U074,memory,2,50,31.97,2,53.41,easy
U074,memory,3,97,34.41,5,82.58,hard
U074,recall,3,41,19.65,2,50.8,easy
U074,recall,1,43,10.73,3,53.88,easy
U074,attention,2,84,22.96,8,73.91,medium
U074,pattern,3,58,16.03,1,64.79,medium
U075,memory,2,76,22.84,7,69.35,medium
U075,attention,1,63,8.1,1,70.67,medium
U075,pattern,3,80,24.21,3,75.74,medium
U075,memory,1,53,12.61,4,59.32,easy
U075,memory,2,94,11.12,6,86.46,hard
U075,recall,2,97,25.85,1,89.14,hard
U075,recall,1,63,31.91,5,59.53,easy
U075,attention,2,42,15.11,7,47.87,easy
U075,pattern,1,93,15.25,0,90.52,hard
U075,attention,3,82,10.61,5,79.22,medium
U076,recall,3,54,22.95,6,54.91,easy
U076,recall,3,83,31.41,7,71.68,medium
U076,attention,2,59,10.13,0,68.26,medium
U076,attention,1,88,20.12,2,83.56,hard
U076,attention,1,48,9.15,1,59.85,easy
U076,recall,1,92,24.94,4,82.92,hard
U076,pattern,3,98,29.8,1,88.66,hard
U076,recall,3,65,22.91,4,64.63,medium
U076,recall,1,90,26.91,8,76.93,medium
U076,recall,1,66,12.04,1,71.59,medium
U077,memory,3,89,10.73,4,85.08,hard
U077,pattern,2,56,18.34,7,56.7,easy
U077,recall,1,51,15.44,2,59.07,easy
U077,recall,1,65,32.02,5,60.89,medium
U077,attention,1,87,20.83,4,80.65,hard
U077,pattern,1,61,30.07,4,59.68,easy
U077,pattern,2,93,21.27,1,87.72,hard
U077,attention,1,59,34.3,7,54.01,easy
U077,pattern,2,86,19.25,1,83.42,hard
U077,attention,2,53,32.66,6,51.3,easy
U078,recall,3,95,18.1,0,91.07,hard
U078,attention,1,59,27.16,6,57.15,easy
U078,attention,3,96,23.35,2,88.19,hard
U078,attention,1,93,9.56,0,92.23,hard
U078,recall,1,98,17.73,3,90.28,hard
U078,pattern,2,92,20.53,6,82.24,hard
U078,memory,3,41,14.53,7,47.34,easy
U078,recall,1,95,20.81,8,82.26,hard
U078,pattern,2,50,30.62,4,51.81,easy
U078,memory,2,41,18.44,2,51.17,easy
U079,attention,1,81,14.08,3,79.48,medium
U079,pattern,3,66,21.86,0,69.64,medium
U079,recall,1,81,12.68,0,82.9,hard
U079,attention,2,78,29.74,4,71.68,medium
U079,pattern,2,97,18.16,5,87.45,hard
U079,recall,2,53,20.6,8,52.92,easy
U079,recall,3,46,8.2,5,54.74,easy
U079,pattern,2,83,10.92,1,83.82,hard
U079,pattern,2,80,16.78,4,76.97,medium
U079,pattern,3,85,33.71,4,75.39,medium
U080,attention,1,73,28.67,0,72.5,medium
U080,recall,3,60,26.38,0,64.09,medium
U080,recall,2,56,32.49,6,53.45,easy
U080,recall,3,42,23.74,3,49.28,easy
U080,pattern,3,85,14.0,8,77.3,medium
U080,recall,3,62,21.7,2,64.89,medium
U080,attention,2,46,20.71,4,51.99,easy
U080,attention,3,97,17.06,1,91.78,hard
U080,attention,2,54,28.09,4,55.37,easy
U080,recall,2,63,15.04,4,65.59,medium
U081,recall,1,70,9.45,1,75.17,medium
U081,recall,1,72,11.24,6,71.03,medium
U081,pattern,2,43,31.51,2,48.65,easy
U081,attention,1,61,19.05,7,59.98,easy
U081,attention,2,95,27.32,1,87.3,hard
U081,recall,2,80,34.64,5,70.61,medium
U081,memory,1,68,15.39,2,70.98,medium
U081,attention,2,90,28.62,1,83.41,hard
U081,attention,3,67,25.1,6,63.37,medium
U081,recall,2,64,8.13,8,64.36,medium
U082,attention,3,63,33.65,5,59.0,easy
U082,attention,1,83,8.11,3,82.67,hard
U082,attention,3,96,17.3,2,90.01,hard
U082,memory,2,72,23.89,2,71.23,medium
U082,memory,1,59,33.61,7,54.22,easy
U082,pattern,2,96,26.54,2,87.24,hard
U082,pattern,2,62,28.25,2,62.92,medium
U082,recall,1,54,14.06,2,61.58,medium
U082,attention,3,41,23.92,2,49.52,easy
U082,memory,2,85,25.56,0,81.83,hard
U083,recall,3,56,28.82,0,60.55,medium
U083,memory,3,46,25.65,0,54.5,easy
U083,memory,3,47,19.25,6,51.12,easy
U083,memory,3,56,20.81,2,60.96,medium
U083,attention,3,83,25.02,4,76.59,medium
U083,recall,3,46,25.89,4,50.43,easy
U083,attention,2,93,32.26,8,77.42,medium
U083,memory,2,47,29.19,7,47.14,easy
U083,attention,3,52,29.0,8,49.7,easy
U083,attention,2,85,19.06,2,81.78,hard
U084,memory,3,71,32.58,7,62.93,medium
U084,pattern,1,40,8.34,1,54.5,easy
U084,memory,3,82,21.34,1,80.0,hard
U084,memory,3,86,10.73,4,82.98,hard
U084,attention,2,58,15.13,0,66.06,medium
U084,memory,1,95,9.07,4,89.78,hard
U084,pattern,3,60,19.5,1,65.15,medium
U084,memory,1,40,31.0,2,46.7,easy
U084,pattern,2,97,19.82,4,87.95,hard
U084,memory,2,92,17.25,1,88.22,hard
U085,recall,2,69,15.34,6,67.7,medium
U085,recall,2,81,31.93,2,75.12,medium
U085,memory,1,84,27.61,2,78.52,medium
U085,memory,2,98,23.95,7,84.41,hard
U085,attention,3,64,29.04,0,66.09,medium
U085,attention,2,98,21.18,6,86.25,hard
U085,recall,1,44,15.06,5,51.28,easy
U085,memory,3,95,26.3,3,85.61,hard
U085,pattern,3,73,26.58,1,72.13,medium
U085,recall,3,86,14.71,5,80.79,hard
U086,recall,1,93,30.31,0,86.01,hard
U086,memory,3,50,21.65,7,51.51,easy
U086,recall,1,44,28.29,5,47.31,easy
U086,attention,2,57,9.36,3,64.09,medium
U086,recall,2,92,14.34,7,83.1,hard
U086,recall,3,68,10.38,7,67.49,medium
U086,recall,2,47,34.48,0,52.56,easy
U086,memory,2,66,8.97,8,65.51,medium
U086,memory,1,90,24.31,4,81.71,hard
U086,attention,3,82,20.32,5,76.3,medium
U087,pattern,1,92,14.02,7,83.19,hard
U087,pattern,3,89,24.73,7,77.88,medium
U087,pattern,3,68,11.08,3,71.28,medium
U087,memory,2,62,30.41,4,60.28,medium
U087,pattern,3,46,9.24,2,57.43,easy
U087,recall,1,92,27.36,6,80.19,hard
U087,memory,2,79,13.29,1,80.31,hard
U087,recall,1,69,30.26,3,66.22,medium
U087,pattern,1,88,19.19,1,84.84,hard
U087,recall,2,82,23.91,8,72.23,medium
U088,attention,2,40,22.32,0,51.3,easy
U088,recall,3,70,32.96,2,67.11,medium
U088,attention,3,92,11.47,6,84.96,hard
U088,pattern,3,96,18.39,3,88.68,hard
U088,pattern,2,61,34.2,7,55.44,easy
U088,attention,1,66,24.27,8,60.92,medium
U088,pattern,3,75,31.24,8,65.13,medium
U088,attention,1,53,24.85,4,55.64,easy
U088,pattern,3,48,34.5,2,51.25,easy
U088,pattern,3,47,28.54,8,46.34,easy
U089,recall,3,76,33.45,6,67.16,medium
U089,pattern,2,91,8.34,1,90.2,hard
U089,memory,2,49,9.43,0,61.47,medium
U089,attention,2,88,29.21,4,78.84,medium
U089,pattern,1,93,9.67,4,88.2,hard
U089,attention,3,42,17.68,7,47.1,easy
U089,memory,3,95,26.24,8,80.63,hard
U089,attention,3,81,23.15,3,76.75,medium
U089,pattern,3,82,9.27,6,78.62,medium
U089,recall,2,90,34.35,5,77.69,medium
U090,memory,1,87,14.79,7,79.46,medium
U090,attention,3,85,27.16,5,76.35,medium
U090,attention,3,52,15.94,2,59.62,easy
U090,memory,1,51,27.85,1,56.34,easy
U090,recall,1,67,15.54,4,68.24,medium
U090,attention,1,77,30.84,0,74.65,medium
U090,pattern,2,85,33.31,0,79.51,medium
U090,attention,2,78,9.37,4,77.79,medium
U090,recall,3,75,17.67,5,72.2,medium
U090,attention,1,73,9.84,8,70.15,medium
U091,attention,2,74,22.5,1,74.05,medium
U091,pattern,1,96,13.76,5,88.07,hard
U091,pattern,2,58,13.9,8,58.43,easy
U091,recall,3,92,28.31,0,85.91,hard
U091,memory,3,62,20.03,3,64.39,medium
U091,memory,3,96,16.67,1,91.2,hard
U091,recall,2,74,27.55,0,73.53,medium
U091,pattern,3,91,21.74,7,80.18,hard
U091,memory,2,97,25.59,5,85.22,hard
U091,memory,1,50,34.23,8,46.73,easy
U092,memory,3,44,13.69,3,53.69,easy
U092,recall,1,53,22.52,6,54.34,easy
U092,memory,3,83,12.15,7,77.45,medium
U092,pattern,1,45,9.98,2,56.51,easy
U092,pattern,3,44,23.52,3,50.74,easy
U092,pattern,2,64,20.18,6,62.75,medium
U092,recall,2,41,18.52,1,52.14,easy
U092,memory,3,86,24.7,0,82.79,hard
U092,memory,2,72,10.87,4,73.14,medium
U092,memory,2,88,33.02,6,75.69,medium
U093,recall,3,41,20.8,8,44.46,easy
U093,attention,1,87,18.56,8,77.33,medium
U093,pattern,3,49,16.05,5,54.48,easy
U093,memory,3,95,22.99,1,88.6,hard
U093,memory,1,76,24.11,8,67.97,medium
U093,memory,2,53,28.2,5,53.64,easy
U093,attention,2,97,25.44,8,82.27,hard
U093,attention,1,51,13.96,4,57.51,easy
U093,attention,1,51,26.12,0,57.86,easy
U093,recall,3,75,9.97,1,78.51,medium
U094,pattern,1,52,27.59,7,51.12,easy
U094,pattern,2,48,26.12,3,52.76,easy
U094,memory,2,79,9.88,3,79.34,medium
U094,pattern,2,68,16.87,4,68.54,medium
U094,attention,3,76,17.84,5,72.85,medium
U094,recall,1,40,16.46,3,50.06,easy
U094,recall,2,93,17.71,5,84.79,hard
U094,recall,2,68,17.69,4,68.29,medium
U094,recall,3,46,12.75,1,57.38,easy
U094,pattern,1,97,22.54,4,87.14,hard
U095,memory,3,44,32.09,8,43.17,easy
U095,memory,3,77,18.94,3,75.22,medium
U095,memory,3,56,22.67,8,54.4,easy
U095,recall,3,89,12.01,6,82.7,hard
U095,attention,3,86,31.14,2,78.86,medium
U095,recall,3,72,10.44,5,72.27,medium
U095,memory,3,55,30.9,2,57.23,easy
U095,attention,2,50,12.84,2,59.15,easy
U095,recall,2,42,13.91,7,48.23,easy
U095,attention,1,56,17.97,0,63.81,medium
U096,attention,3,98,29.37,6,83.79,hard
U096,recall,2,96,9.25,5,89.42,hard
U096,memory,3,73,25.11,4,69.57,medium
U096,pattern,3,74,23.39,6,68.78,medium
U096,recall,2,77,25.64,1,75.21,medium
U096,pattern,2,98,14.02,6,88.39,hard
U096,pattern,2,71,29.4,0,70.88,medium
U096,attention,2,50,14.21,8,52.74,easy
U096,pattern,1,49,13.05,5,55.38,easy
U096,memory,3,54,19.19,5,57.04,easy
U097,memory,2,83,20.93,3,78.82,medium
U097,attention,3,93,19.09,3,86.37,hard
U097,memory,1,76,23.99,2,74.0,medium
U097,memory,3,49,9.51,4,57.45,easy
U097,attention,3,65,24.18,0,68.25,medium
U097,pattern,1,53,20.13,7,54.06,easy
U097,recall,1,54,30.42,2,56.67,easy
U097,attention,3,82,21.79,2,78.86,medium
U097,pattern,2,78,23.95,3,74.41,medium
U097,recall,2,48,10.93,3,57.32,easy
U098,recall,1,78,10.6,7,74.42,medium
U098,memory,3,72,28.31,1,70.91,medium
U098,recall,3,48,32.35,8,45.89,easy
U098,memory,3,81,19.65,6,74.8,medium
U098,pattern,1,84,22.31,3,79.11,medium
U098,recall,2,62,23.9,1,65.23,medium
U098,recall,1,56,20.88,3,59.94,easy
U098,memory,2,78,31.67,6,69.1,medium
U098,pattern,1,40,27.15,0,49.86,easy
U098,memory,3,40,18.13,3,49.56,easy
U099,pattern,2,63,10.88,6,64.84,medium
U099,pattern,2,94,22.47,5,84.06,hard
U099,pattern,3,65,28.38,6,60.99,medium
U099,recall,1,63,23.1,7,60.17,medium
U099,pattern,2,76,17.3,6,72.01,medium
U099,attention,3,47,28.19,7,47.44,easy
U099,attention,1,53,21.73,5,55.58,easy
U099,memory,1,64,34.04,0,64.59,medium
U099,memory,1,70,33.0,6,63.1,medium
U099,memory,1,56,13.99,1,64.0,medium
U100,memory,3,64,33.13,6,58.86,easy
U100,pattern,3,78,9.55,2,79.73,medium
U100,recall,2,40,13.45,8,45.97,easy
U100,pattern,1,42,29.17,8,42.65,easy
U100,attention,3,50,26.2,5,52.14,easy
U100,attention,3,40,34.34,1,46.7,easy
U100,pattern,2,62,26.08,6,59.58,easy
U100,attention,3,40,27.9,1,48.63,easy
U100,memory,3,58,27.61,8,54.32,easy
U100,pattern,2,92,15.47,3,86.76,hard
